JobID,Title,Company,CompanyCategory,Industry,Location,ExperienceLevel,ExperienceYearsMin,ExperienceYearsMax,AnnualSalaryINR,RequiredSkills,OptionalSkills,EducationRequired,JobType,PostingSource,DatePosted,IsRemote,IsActive,PostingYear,PostingMonth,PostingMonthName,PostingYearMonth,DaysOld,SalaryBand,ExperienceBracket
JOB03185,Nlp Engineer,Meta,FAANG/Big Tech,Saas,Chennai,Mid Level (2-5 Yrs),2,5,1270000,HuggingFace|BERT|Transformers|Text Classification,NLP|Named Entity Recognition|TensorFlow|NLTK,M.Tech/M.E.,Full-Time,Naukri,2026-02-06,0,1,2026,2,Feb,2026-02,67,₹10–15L,Mid (3-6yrs)
JOB03186,Nlp Engineer,Ibm,Startups,Edtech,Pune,Entry Level (0-2 Yrs),0,2,1400000,HuggingFace|Python|Named Entity Recognition|Text Classification,TensorFlow|BERT|Transformers,M.Sc (Data Science),Full-Time,Naukri,2026-02-10,0,1,2026,2,Feb,2026-02,63,₹10–15L,Fresher (0-1yr)
JOB03187,Research Scientist,Darwinbox,Product,Fintech,Chennai,Mid Level (2-5 Yrs),2,5,3150000,PyTorch|Deep Learning|Statistics|TensorFlow|Publications,Mathematics|NLP,MCA,Contract,Instahyre,2025-09-05,0,1,2025,9,Sep,2025-09,221,₹30L+,Mid (3-6yrs)
JOB03188,Data Analyst,Slice,Startups,Manufacturing,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1190000,Excel|Power BI|Python|Tableau|R,Google Analytics|Data Visualization|Looker,M.Sc (Data Science),Contract,Indeed,2025-06-19,1,1,2025,6,Jun,2025-06,299,₹10–15L,Mid (3-6yrs)
JOB03189,Business Analyst,Salesforce,Consulting,Bfsi,Kolkata,Mid Level (2-5 Yrs),2,5,700000,Requirements Gathering|Agile|Visio|JIRA,Stakeholder Management|Excel|Power BI|Tableau,MBA,Full-Time,AngelList,2025-11-17,0,1,2025,11,Nov,2025-11,148,₹5–10L,Mid (3-6yrs)
JOB03190,Data Engineer,Meta,Indian IT,Govtech,Mumbai,Entry Level (0-2 Yrs),0,2,940000,Apache Spark|BigQuery|SQL,Kafka|AWS|ETL Pipelines,B.Tech/B.E.,Full-Time,IIMJobs,2025-05-04,0,1,2025,5,May,2025-05,345,₹5–10L,Fresher (0-1yr)
JOB03191,Computer Vision Engineer,Musigma,Consulting,Fintech,Remote,Entry Level (0-2 Yrs),0,2,1470000,Image Segmentation|Object Detection|NumPy|TensorFlow,CNN|OpenCV,MCA,Full-Time,Company Website,2026-03-23,1,1,2026,3,Mar,2026-03,22,₹10–15L,Fresher (0-1yr)
JOB03192,Data Scientist,Zs Associates,Startups,Saas,Mumbai,Entry Level (0-2 Yrs),0,2,470000,Machine Learning|TensorFlow|R,Deep Learning|SQL|PyTorch|NLP,B.Tech/B.E.,Internship,Glassdoor,2025-12-09,0,1,2025,12,Dec,2025-12,126,₹0–5L,Fresher (0-1yr)
JOB03193,Nlp Engineer,Juspay,Indian IT,Govtech,Bangalore,Senior Level (5-8 Yrs),5,8,2270000,Text Classification|NLTK|spaCy,BERT|TensorFlow|HuggingFace|Python,MBA,Full-Time,IIMJobs,2025-09-05,0,1,2025,9,Sep,2025-09,221,₹20–30L,Senior (6-10yrs)
JOB03194,Business Analyst,Urban Company,FAANG/Big Tech,Healthtech,Hyderabad,Entry Level (0-2 Yrs),0,2,420000,Agile|JIRA|Requirements Gathering,Tableau|Excel,M.Tech/M.E.,Full-Time,Naukri,2025-08-10,0,1,2025,8,Aug,2025-08,247,₹0–5L,Fresher (0-1yr)
JOB03196,Nlp Engineer,Zomato,Consulting,Media & Entertainment,Hyderabad,Lead/Principal (8+ Yrs),8,15,4880000,Transformers|TensorFlow|HuggingFace,Python|NLP,B.Sc (CS/IT),Full-Time,Instahyre,2025-05-23,0,1,2025,5,May,2025-05,326,₹30L+,Principal (10+yrs)
JOB03197,Machine Learning Engineer,Microsoft,Indian IT,Telecom,Hyderabad,Senior Level (5-8 Yrs),5,8,3080000,Python|GCP|Model Deployment|PyTorch,Kubernetes|Feature Engineering|TensorFlow,BCA,Full-Time,AngelList,2026-03-23,0,1,2026,3,Mar,2026-03,22,₹30L+,Senior (6-10yrs)
JOB03198,Data Scientist,Crayon Data,Indian IT,It Services,Bangalore,Mid Level (2-5 Yrs),2,5,1620000,Scikit-learn|Deep Learning|TensorFlow,SQL|NLP|Machine Learning|Statistics,B.Sc (CS/IT),Full-Time,Naukri,2025-10-30,0,1,2025,10,Oct,2025-10,166,₹15–20L,Mid (3-6yrs)
JOB03199,Machine Learning Engineer,Gartner,Consulting,Govtech,Delhi Ncr,Mid Level (2-5 Yrs),2,5,2060000,Python|MLOps|AWS|TensorFlow,Kubernetes|PyTorch|Feature Engineering,M.Tech/M.E.,Contract,Company Website,2025-04-16,0,0,2025,4,Apr,2025-04,363,₹20–30L,Mid (3-6yrs)
JOB03200,Computer Vision Engineer,Cognizant,Indian IT,It Services,Pune,Entry Level (0-2 Yrs),0,2,770000,PyTorch|Deep Learning|YOLO,Object Detection|CNN|TensorFlow,PhD,Full-Time,IIMJobs,2025-11-23,0,0,2025,11,Nov,2025-11,142,₹5–10L,Fresher (0-1yr)
JOB03201,Ai Engineer,Wipro,Consulting,Media & Entertainment,Delhi Ncr,Entry Level (0-2 Yrs),0,2,1180000,NLP|LLMs|Vector Databases,RAG|Fine-tuning|Prompt Engineering,B.Sc (CS/IT),Internship,AngelList,2025-05-16,0,1,2025,5,May,2025-05,333,₹10–15L,Fresher (0-1yr)
JOB03202,Business Analyst,Crayon Data,Analytics Firms,Retail,Bangalore,Mid Level (2-5 Yrs),2,5,900000,Power BI|JIRA|Stakeholder Management|Agile|SQL,Process Mapping|Excel,MCA,Full-Time,AngelList,2026-01-25,1,1,2026,1,Jan,2026-01,79,₹5–10L,Mid (3-6yrs)
JOB03203,Business Analyst,Slice,Analytics Firms,Govtech,Mumbai,Entry Level (0-2 Yrs),0,2,520000,SQL|Visio|Power BI|Agile,Excel|Stakeholder Management,MBA,Full-Time,Instahyre,2025-08-27,0,1,2025,8,Aug,2025-08,230,₹5–10L,Fresher (0-1yr)
JOB03204,Data Engineer,Nvidia,FAANG/Big Tech,Real Estate,Hyderabad,Mid Level (2-5 Yrs),2,5,1040000,Apache Spark|AWS|dbt|Airflow,Kafka|Python|SQL,MCA,Internship,LinkedIn,2025-10-06,0,0,2025,10,Oct,2025-10,190,₹10–15L,Mid (3-6yrs)
JOB03205,Bi Developer,Wipro,Startups,Retail,Pune,Senior Level (5-8 Yrs),5,8,2130000,SSRS|Looker|ETL|Excel|DAX,Python|SQL|Tableau,M.Tech/M.E.,Internship,AngelList,2025-12-28,1,1,2025,12,Dec,2025-12,107,₹20–30L,Senior (6-10yrs)
JOB03206,Business Analyst,Cognizant,FAANG/Big Tech,Healthtech,Delhi Ncr,Entry Level (0-2 Yrs),0,2,690000,Power BI|Stakeholder Management|Visio,JIRA|SQL|Requirements Gathering|Agile,M.Tech/M.E.,Full-Time,LinkedIn,2025-11-29,1,1,2025,11,Nov,2025-11,136,₹5–10L,Fresher (0-1yr)
JOB03207,Data Engineer,Ltimindtree,Startups,Logistics,Remote,Senior Level (5-8 Yrs),5,8,3630000,Apache Spark|dbt|Kafka|Python|SQL,Snowflake|ETL Pipelines|AWS|Airflow,PhD,Full-Time,Glassdoor,2025-08-19,1,0,2025,8,Aug,2025-08,238,₹30L+,Senior (6-10yrs)
JOB03208,Mlops Engineer,Groww,Consulting,E-Commerce,Mumbai,Entry Level (0-2 Yrs),0,2,1050000,Model Monitoring|MLflow|Docker,Python|Airflow,M.Tech/M.E.,Full-Time,AngelList,2026-01-10,0,0,2026,1,Jan,2026-01,94,₹10–15L,Fresher (0-1yr)
JOB03209,Business Analyst,Flipkart,Consulting,Telecom,Bangalore,Mid Level (2-5 Yrs),2,5,810000,Visio|Process Mapping|Tableau|SQL|JIRA,Power BI|Excel|Stakeholder Management|Agile,M.Sc (Statistics),Full-Time,Company Website,2025-11-05,0,1,2025,11,Nov,2025-11,160,₹5–10L,Mid (3-6yrs)
JOB03210,Data Engineer,Tiger Analytics,Startups,E-Commerce,Pune,Mid Level (2-5 Yrs),2,5,1920000,BigQuery|Snowflake|Airflow|SQL|Python,Apache Spark|dbt,M.Sc (Data Science),Internship,Instahyre,2025-11-16,0,1,2025,11,Nov,2025-11,149,₹15–20L,Mid (3-6yrs)
JOB03211,Ai Engineer,Amazon,FAANG/Big Tech,E-Commerce,Bangalore,Entry Level (0-2 Yrs),0,2,1620000,OpenAI API|Python|FastAPI|Vector Databases|RAG,NLP|LangChain|LLMs|Prompt Engineering,MBA,Full-Time,LinkedIn,2025-11-26,0,1,2025,11,Nov,2025-11,139,₹15–20L,Fresher (0-1yr)
JOB03212,Nlp Engineer,Meesho,Product,It Services,Chennai,Lead/Principal (8+ Yrs),8,15,2130000,NLTK|Python|TensorFlow|Transformers|NLP,BERT|Named Entity Recognition|spaCy,B.Tech/B.E.,Full-Time,IIMJobs,2025-09-12,0,1,2025,9,Sep,2025-09,214,₹20–30L,Principal (10+yrs)
JOB03213,Data Scientist,Amazon,Indian IT,Telecom,Hyderabad,Senior Level (5-8 Yrs),5,8,3050000,Machine Learning|Scikit-learn|TensorFlow,R|Statistics|Deep Learning,BBA + Certification,Full-Time,AngelList,2025-11-03,1,1,2025,11,Nov,2025-11,162,₹30L+,Senior (6-10yrs)
JOB03214,Business Analyst,Cred,FAANG/Big Tech,Fintech,Mumbai,Mid Level (2-5 Yrs),2,5,790000,Power BI|Excel|JIRA,Stakeholder Management|Tableau|Visio,M.Sc (Data Science),Full-Time,Indeed,2025-12-12,0,1,2025,12,Dec,2025-12,123,₹5–10L,Mid (3-6yrs)
JOB03215,Ai Engineer,Crayon Data,Consulting,Gaming,Mumbai,Senior Level (5-8 Yrs),5,8,2720000,LLMs|Fine-tuning|Vector Databases|Prompt Engineering,Python|NLP,BBA + Certification,Full-Time,LinkedIn,2026-02-26,1,0,2026,2,Feb,2026-02,47,₹20–30L,Senior (6-10yrs)
JOB03216,Data Scientist,Crayon Data,Indian IT,E-Commerce,Hyderabad,Mid Level (2-5 Yrs),2,5,1700000,R|Statistics|Deep Learning|PyTorch,Machine Learning|NLP,BCA,Internship,IIMJobs,2026-03-24,0,1,2026,3,Mar,2026-03,21,₹15–20L,Mid (3-6yrs)
JOB03217,Machine Learning Engineer,Latentview,Indian IT,Healthtech,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1180000,Kubernetes|Python|AWS|TensorFlow,Docker|Feature Engineering,M.Tech/M.E.,Full-Time,Naukri,2025-04-24,0,1,2025,4,Apr,2025-04,355,₹10–15L,Mid (3-6yrs)
JOB03218,Data Engineer,Adobe,Product,Govtech,Pune,Lead/Principal (8+ Yrs),8,15,3390000,BigQuery|dbt|SQL|Snowflake|AWS,Python|ETL Pipelines|Airflow,PhD,Full-Time,Instahyre,2026-01-07,0,1,2026,1,Jan,2026-01,97,₹30L+,Principal (10+yrs)
JOB03219,Data Analyst,Tech Mahindra,Indian IT,Logistics,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1070000,Google Analytics|Data Visualization|R|Python|Tableau,Excel|Power BI,M.Sc (Data Science),Contract,Naukri,2025-11-01,0,1,2025,11,Nov,2025-11,164,₹10–15L,Mid (3-6yrs)
JOB03220,Nlp Engineer,Musigma,Indian IT,Logistics,Bangalore,Senior Level (5-8 Yrs),5,8,3430000,Transformers|TensorFlow|NLTK,spaCy|Python|HuggingFace,PhD,Full-Time,Instahyre,2026-03-10,0,0,2026,3,Mar,2026-03,35,₹30L+,Senior (6-10yrs)
JOB03221,Data Scientist,Slice,Product,Govtech,Bangalore,Senior Level (5-8 Yrs),5,8,2600000,NLP|SQL|Statistics|TensorFlow|PyTorch,Scikit-learn|Machine Learning|Python,MCA,Contract,IIMJobs,2026-03-14,1,1,2026,3,Mar,2026-03,31,₹20–30L,Senior (6-10yrs)
JOB03222,Ai Engineer,Cognizant,Indian IT,Telecom,Hyderabad,Senior Level (5-8 Yrs),5,8,1710000,LLMs|LangChain|Vector Databases|Fine-tuning|NLP,OpenAI API|Python|RAG|Prompt Engineering,B.Sc (CS/IT),Internship,AngelList,2025-10-20,0,1,2025,10,Oct,2025-10,176,₹15–20L,Senior (6-10yrs)
JOB03223,Data Analyst,Cars24,Product,Edtech,Delhi Ncr,Lead/Principal (8+ Yrs),8,15,2110000,Python|Power BI|Data Visualization|Statistics,Excel|Tableau|Google Analytics|Looker,MCA,Full-Time,LinkedIn,2026-01-18,0,1,2026,1,Jan,2026-01,86,₹20–30L,Principal (10+yrs)
JOB03224,Data Analyst,Cred,Consulting,Media & Entertainment,Bangalore,Mid Level (2-5 Yrs),2,5,1100000,Python|Tableau|Data Visualization|SQL|R,Statistics|Excel|Google Analytics|Looker,BCA,Internship,AngelList,2026-01-28,0,1,2026,1,Jan,2026-01,76,₹10–15L,Mid (3-6yrs)
JOB03225,Business Analyst,Adobe,Consulting,E-Commerce,Hyderabad,Mid Level (2-5 Yrs),2,5,440000,Requirements Gathering|Excel|Power BI|Visio,Tableau|Process Mapping|JIRA|Agile,B.Tech/B.E.,Internship,IIMJobs,2025-10-07,1,0,2025,10,Oct,2025-10,189,₹0–5L,Mid (3-6yrs)
JOB03226,Ai Engineer,Tech Mahindra,FAANG/Big Tech,Bfsi,Mumbai,Mid Level (2-5 Yrs),2,5,1140000,NLP|Prompt Engineering|RAG|Vector Databases,FastAPI|OpenAI API|Fine-tuning|LLMs,M.Sc (Data Science),Contract,Instahyre,2025-09-14,0,0,2025,9,Sep,2025-09,212,₹10–15L,Mid (3-6yrs)
JOB03227,Business Analyst,Oracle,Startups,Edtech,Pune,Mid Level (2-5 Yrs),2,5,480000,Power BI|Stakeholder Management|SQL|JIRA|Process Mapping,Agile|Requirements Gathering|Tableau|Visio,M.Sc (Data Science),Full-Time,Instahyre,2026-01-14,1,1,2026,1,Jan,2026-01,90,₹0–5L,Mid (3-6yrs)
JOB03228,Research Scientist,Latentview,Indian IT,Real Estate,Bangalore,Mid Level (2-5 Yrs),2,5,1430000,TensorFlow|Research Papers|Mathematics,NLP|Statistics|Reinforcement Learning,M.Sc (Data Science),Full-Time,Company Website,2025-11-25,0,1,2025,11,Nov,2025-11,140,₹10–15L,Mid (3-6yrs)
JOB03229,Data Engineer,Capgemini,FAANG/Big Tech,Retail,Bangalore,Senior Level (5-8 Yrs),5,8,2270000,Kafka|Apache Spark|Python,BigQuery|AWS,M.Sc (Data Science),Contract,Instahyre,2025-09-06,1,1,2025,9,Sep,2025-09,220,₹20–30L,Senior (6-10yrs)
JOB03230,Data Analyst,Razorpay,Startups,It Services,Delhi Ncr,Senior Level (5-8 Yrs),5,8,730000,Looker|Data Visualization|Excel|Statistics,Python|R|SQL|Tableau,MCA,Contract,Instahyre,2025-12-05,0,1,2025,12,Dec,2025-12,130,₹5–10L,Senior (6-10yrs)
JOB03231,Bi Developer,Tcs,Consulting,Real Estate,Hyderabad,Entry Level (0-2 Yrs),0,2,800000,Power BI|DAX|SQL,Tableau|Data Modeling|Python,MCA,Full-Time,Company Website,2025-09-23,0,1,2025,9,Sep,2025-09,203,₹5–10L,Fresher (0-1yr)
JOB03232,Research Scientist,Exl Analytics,FAANG/Big Tech,Real Estate,Pune,Mid Level (2-5 Yrs),2,5,2470000,Deep Learning|Publications|PyTorch|Python|NLP,TensorFlow|Statistics,BBA + Certification,Contract,Instahyre,2025-09-28,1,1,2025,9,Sep,2025-09,198,₹20–30L,Mid (3-6yrs)
JOB03233,Data Engineer,Idc,Consulting,Healthtech,Hyderabad,Lead/Principal (8+ Yrs),8,15,1820000,dbt|Snowflake|SQL,ETL Pipelines|Kafka|Python,MBA,Full-Time,Instahyre,2025-09-05,0,1,2025,9,Sep,2025-09,221,₹15–20L,Principal (10+yrs)
JOB03234,Mlops Engineer,Swiggy,Consulting,Real Estate,Hyderabad,Lead/Principal (8+ Yrs),8,15,4400000,CI/CD|Docker|GCP,Terraform|Python,MCA,Contract,Company Website,2025-06-08,0,1,2025,6,Jun,2025-06,310,₹30L+,Principal (10+yrs)
JOB03235,Data Scientist,Meesho,Indian IT,Retail,Mumbai,Entry Level (0-2 Yrs),0,2,700000,Deep Learning|NLP|Machine Learning|R,SQL|Statistics|PyTorch,M.Sc (Statistics),Full-Time,Indeed,2026-04-10,0,1,2026,4,Apr,2026-04,4,₹5–10L,Fresher (0-1yr)
JOB03236,Bi Developer,Groww,Consulting,Logistics,Hyderabad,Mid Level (2-5 Yrs),2,5,600000,Excel|SSRS|Python|Tableau,ETL|DAX|SQL|Looker,MCA,Full-Time,Company Website,2025-07-04,0,0,2025,7,Jul,2025-07,284,₹5–10L,Mid (3-6yrs)
JOB03237,Business Analyst,Darwinbox,Consulting,E-Commerce,Bangalore,Entry Level (0-2 Yrs),0,2,470000,Excel|JIRA|Visio|SQL,Process Mapping|Tableau,B.Tech/B.E.,Internship,Naukri,2025-04-17,0,1,2025,4,Apr,2025-04,362,₹0–5L,Fresher (0-1yr)
JOB03238,Data Analyst,Cognizant,Product,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,850000,Tableau|Data Visualization|Statistics|R|Google Analytics,Python|Excel|SQL|Looker,MBA,Contract,Instahyre,2025-11-08,0,1,2025,11,Nov,2025-11,157,₹5–10L,Mid (3-6yrs)
JOB03239,Data Scientist,Wipro,Consulting,Bfsi,Mumbai,Entry Level (0-2 Yrs),0,2,1050000,SQL|Python|Scikit-learn|Deep Learning,R|Statistics,MBA,Contract,AngelList,2026-02-01,0,1,2026,2,Feb,2026-02,72,₹10–15L,Fresher (0-1yr)
JOB03240,Business Analyst,Nvidia,Analytics Firms,Telecom,Hyderabad,Mid Level (2-5 Yrs),2,5,1090000,Excel|SQL|Agile,JIRA|Visio,B.Sc (CS/IT),Full-Time,AngelList,2026-03-23,0,1,2026,3,Mar,2026-03,22,₹10–15L,Mid (3-6yrs)
JOB03241,Bi Developer,Adobe,FAANG/Big Tech,Edtech,Bangalore,Senior Level (5-8 Yrs),5,8,1730000,ETL|Excel|Power BI|Tableau|DAX,Data Modeling|Python,MBA,Full-Time,Indeed,2025-04-28,0,0,2025,4,Apr,2025-04,351,₹15–20L,Senior (6-10yrs)
JOB03242,Ai Engineer,Nykaa,Indian IT,Logistics,Bangalore,Entry Level (0-2 Yrs),0,2,1890000,Python|LangChain|OpenAI API|RAG|Fine-tuning,FastAPI|Prompt Engineering|NLP,PhD,Full-Time,Instahyre,2026-03-17,0,1,2026,3,Mar,2026-03,28,₹15–20L,Fresher (0-1yr)
JOB03243,Research Scientist,Razorpay,Startups,Saas,Pune,Senior Level (5-8 Yrs),5,8,2690000,Deep Learning|Python|Mathematics,Statistics|TensorFlow|Research Papers,M.Tech/M.E.,Full-Time,IIMJobs,2026-04-03,0,1,2026,4,Apr,2026-04,11,₹20–30L,Senior (6-10yrs)
JOB03244,Data Analyst,Manthan,Indian IT,Edtech,Delhi Ncr,Senior Level (5-8 Yrs),5,8,1600000,R|SQL|Data Visualization|Power BI,Statistics|Looker|Python|Tableau,BBA + Certification,Full-Time,Naukri,2025-06-23,0,0,2025,6,Jun,2025-06,295,₹15–20L,Senior (6-10yrs)
JOB03245,Data Engineer,Deloitte,Analytics Firms,Logistics,Pune,Mid Level (2-5 Yrs),2,5,2100000,Airflow|AWS|SQL|ETL Pipelines,Python|dbt|BigQuery,MCA,Full-Time,IIMJobs,2026-03-20,0,0,2026,3,Mar,2026-03,25,₹20–30L,Mid (3-6yrs)
JOB03246,Mlops Engineer,Rapido,Startups,Logistics,Bangalore,Mid Level (2-5 Yrs),2,5,1670000,Airflow|Docker|GCP|AWS,Terraform|Python,B.Tech/B.E.,Internship,IIMJobs,2025-11-11,0,1,2025,11,Nov,2025-11,154,₹15–20L,Mid (3-6yrs)
JOB03247,Mlops Engineer,Ltimindtree,Product,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,2730000,Docker|MLflow|AWS,GCP|CI/CD|Airflow|Terraform,MCA,Internship,Instahyre,2025-11-25,0,1,2025,11,Nov,2025-11,140,₹20–30L,Mid (3-6yrs)
JOB03248,Data Scientist,Cred,Analytics Firms,Retail,Mumbai,Mid Level (2-5 Yrs),2,5,1540000,PyTorch|Python|SQL|Deep Learning|Scikit-learn,Machine Learning|NLP,BCA,Full-Time,Glassdoor,2026-02-02,0,1,2026,2,Feb,2026-02,71,₹15–20L,Mid (3-6yrs)
JOB03249,Data Scientist,Infosys,FAANG/Big Tech,Gaming,Mumbai,Entry Level (0-2 Yrs),0,2,1160000,TensorFlow|Statistics|Deep Learning|Machine Learning|R,PyTorch|Scikit-learn,MBA,Contract,IIMJobs,2025-11-18,0,0,2025,11,Nov,2025-11,147,₹10–15L,Fresher (0-1yr)
JOB03250,Data Analyst,Capgemini,Analytics Firms,Media & Entertainment,Pune,Mid Level (2-5 Yrs),2,5,1130000,SQL|Power BI|R,Looker|Python|Excel|Data Visualization,MCA,Full-Time,Naukri,2026-03-06,0,1,2026,3,Mar,2026-03,39,₹10–15L,Mid (3-6yrs)
JOB03251,Machine Learning Engineer,Bigbasket,FAANG/Big Tech,Retail,Chennai,Entry Level (0-2 Yrs),0,2,890000,GCP|TensorFlow|Docker,Python|Model Deployment|MLOps,PhD,Contract,IIMJobs,2025-10-13,0,1,2025,10,Oct,2025-10,183,₹5–10L,Fresher (0-1yr)
JOB03252,Quantitative Analyst,Rapido,Product,Gaming,Bangalore,Entry Level (0-2 Yrs),0,2,1490000,Excel|Statistics|VBA|Python|Monte Carlo Simulation,R|SQL|Financial Modeling|Risk Analysis,BCA,Contract,Indeed,2025-11-24,0,1,2025,11,Nov,2025-11,141,₹10–15L,Fresher (0-1yr)
JOB03253,Data Analyst,Apple,Indian IT,Retail,Mumbai,Entry Level (0-2 Yrs),0,2,470000,Statistics|Google Analytics|SQL,Power BI|R|Tableau,M.Sc (Statistics),Internship,Instahyre,2025-10-08,0,0,2025,10,Oct,2025-10,188,₹0–5L,Fresher (0-1yr)
JOB03254,Data Scientist,Lenskart,Analytics Firms,Logistics,Bangalore,Mid Level (2-5 Yrs),2,5,780000,Deep Learning|SQL|R|NLP,Machine Learning|Scikit-learn,PhD,Full-Time,Naukri,2025-05-31,0,1,2025,5,May,2025-05,318,₹5–10L,Mid (3-6yrs)
JOB03255,Data Engineer,Latentview,Startups,Media & Entertainment,Mumbai,Mid Level (2-5 Yrs),2,5,1350000,dbt|SQL|Kafka|Snowflake|Python,AWS|Apache Spark|BigQuery|ETL Pipelines,BBA + Certification,Full-Time,Naukri,2025-12-31,0,0,2025,12,Dec,2025-12,104,₹10–15L,Mid (3-6yrs)
JOB03256,Business Analyst,Urban Company,Product,Edtech,Bangalore,Lead/Principal (8+ Yrs),8,15,1740000,JIRA|Stakeholder Management|Excel|Power BI,Requirements Gathering|Visio|Agile,BBA + Certification,Full-Time,Instahyre,2026-02-03,0,0,2026,2,Feb,2026-02,70,₹15–20L,Principal (10+yrs)
JOB03257,Computer Vision Engineer,Apple,Startups,Real Estate,Pune,Senior Level (5-8 Yrs),5,8,2510000,Python|CNN|OpenCV|TensorFlow,Deep Learning|NumPy|YOLO|Image Segmentation,B.Tech/B.E.,Full-Time,IIMJobs,2025-11-05,0,1,2025,11,Nov,2025-11,160,₹20–30L,Senior (6-10yrs)
JOB03258,Data Analyst,Bcg,Startups,Real Estate,Delhi Ncr,Senior Level (5-8 Yrs),5,8,1000000,Tableau|Excel|R,Looker|Power BI,B.Tech/B.E.,Full-Time,Company Website,2026-04-02,0,0,2026,4,Apr,2026-04,12,₹10–15L,Senior (6-10yrs)
JOB03259,Data Scientist,Darwinbox,Product,Fintech,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1530000,Python|NLP|SQL|R|Deep Learning,Scikit-learn|Machine Learning|PyTorch,B.Sc (CS/IT),Full-Time,IIMJobs,2025-05-11,0,1,2025,5,May,2025-05,338,₹15–20L,Mid (3-6yrs)
JOB03260,Bi Developer,Cognizant,Indian IT,Media & Entertainment,Pune,Mid Level (2-5 Yrs),2,5,940000,DAX|Looker|Power BI,ETL|Tableau|Excel,M.Sc (Statistics),Contract,LinkedIn,2026-03-18,0,1,2026,3,Mar,2026-03,27,₹5–10L,Mid (3-6yrs)
JOB03261,Business Analyst,Bridgei2I,Product,It Services,Pune,Lead/Principal (8+ Yrs),8,15,2160000,Stakeholder Management|Requirements Gathering|Visio,Power BI|SQL|Tableau|Excel,BCA,Internship,Indeed,2025-09-21,0,1,2025,9,Sep,2025-09,205,₹20–30L,Principal (10+yrs)
JOB03262,Machine Learning Engineer,Latentview,Product,Manufacturing,Bangalore,Mid Level (2-5 Yrs),2,5,2180000,PyTorch|Kubernetes|AWS,MLOps|Python|Docker,M.Sc (Data Science),Full-Time,Company Website,2025-10-15,0,1,2025,10,Oct,2025-10,181,₹20–30L,Mid (3-6yrs)
JOB03263,Data Scientist,Slice,Product,Edtech,Hyderabad,Senior Level (5-8 Yrs),5,8,1670000,Deep Learning|TensorFlow|Scikit-learn,Machine Learning|PyTorch|SQL,B.Tech/B.E.,Full-Time,Indeed,2025-12-09,1,1,2025,12,Dec,2025-12,126,₹15–20L,Senior (6-10yrs)
JOB03264,Computer Vision Engineer,Cred,Indian IT,E-Commerce,Hyderabad,Entry Level (0-2 Yrs),0,2,1360000,PyTorch|OpenCV|Object Detection|Image Segmentation,TensorFlow|YOLO|Python,BBA + Certification,Full-Time,IIMJobs,2026-02-20,0,0,2026,2,Feb,2026-02,53,₹10–15L,Fresher (0-1yr)
JOB03265,Ai Engineer,Setu,Startups,Real Estate,Bangalore,Mid Level (2-5 Yrs),2,5,2230000,LLMs|Prompt Engineering|NLP|Python,RAG|OpenAI API|FastAPI,MBA,Full-Time,Glassdoor,2025-07-11,0,1,2025,7,Jul,2025-07,277,₹20–30L,Mid (3-6yrs)
JOB03266,Data Scientist,Zepto,FAANG/Big Tech,Manufacturing,Hyderabad,Mid Level (2-5 Yrs),2,5,1370000,Scikit-learn|R|Python|SQL,Statistics|PyTorch,BCA,Internship,Glassdoor,2026-01-25,0,1,2026,1,Jan,2026-01,79,₹10–15L,Mid (3-6yrs)
JOB03267,Data Scientist,Mckinsey,Startups,Saas,Bangalore,Entry Level (0-2 Yrs),0,2,580000,Machine Learning|SQL|Statistics,R|PyTorch|Python|TensorFlow,M.Tech/M.E.,Full-Time,AngelList,2026-02-03,0,1,2026,2,Feb,2026-02,70,₹5–10L,Fresher (0-1yr)
JOB03268,Machine Learning Engineer,Lenskart,Startups,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,2080000,GCP|Docker|Feature Engineering|Python|Kubernetes,TensorFlow|MLOps,BBA + Certification,Contract,Company Website,2025-05-04,1,1,2025,5,May,2025-05,345,₹20–30L,Mid (3-6yrs)
JOB03269,Mlops Engineer,Meesho,Startups,Bfsi,Delhi Ncr,Mid Level (2-5 Yrs),2,5,2330000,AWS|Python|Airflow|CI/CD|Terraform,Docker|Kubernetes|MLflow,B.Tech/B.E.,Full-Time,Instahyre,2025-09-10,0,0,2025,9,Sep,2025-09,216,₹20–30L,Mid (3-6yrs)
JOB03270,Business Analyst,Accenture India,FAANG/Big Tech,Media & Entertainment,Kolkata,Mid Level (2-5 Yrs),2,5,560000,SQL|JIRA|Requirements Gathering,Process Mapping|Power BI,MCA,Full-Time,Indeed,2025-05-21,0,1,2025,5,May,2025-05,328,₹5–10L,Mid (3-6yrs)
JOB03271,Data Engineer,Wipro,Indian IT,Telecom,Bangalore,Entry Level (0-2 Yrs),0,2,860000,AWS|Python|Kafka|Airflow|dbt,Apache Spark|Snowflake|ETL Pipelines|BigQuery,BBA + Certification,Full-Time,Indeed,2025-05-15,0,1,2025,5,May,2025-05,334,₹5–10L,Fresher (0-1yr)
